,item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score
2657,ITM12657,Groceries,444.0,23,9.0,2.0,4.18,3.8,0.25,L13,D,118,4.46,16.58,0.52,5,0.93,812,11.6,0.2,2024-03-15,269.75,0.629
2658,ITM12658,Automotive,44.0,63,12.0,4.0,26.98,4.72,0.58,L51,D,55,3.92,15.78,1.28,1,0.86,680,14.61,0.38,2024-09-04,286.4,0.695
2659,ITM12659,Groceries,353.0,80,13.0,5.0,45.17,0.62,0.36,L48,B,75,4.59,169.4,1.14,9,0.98,436,3.14,0.61,2024-07-02,181.51,0.466
2660,ITM12660,Groceries,374.0,55,4.0,5.0,35.57,1.76,0.29,L44,D,89,3.22,119.2,1.51,2,1.0,639,7.44,0.92,2024-01-21,155.38,0.692
2661,ITM12661,Apparel,135.0,40,,9.0,40.06,8.57,0.63,L72,D,159,4.39,191.91,1.42,1,0.9,484,9.15,0.7,2024-04-22,256.19,0.68
2662,ITM12662,Groceries,67.0,97,12.0,2.0,34.4,9.79,0.92,L47,A,149,1.69,92.0,1.64,9,0.82,291,5.51,0.53,2024-09-06,33.1,0.399
2663,ITM12663,Electronics,,68,4.0,4.0,11.12,2.0,0.85,L97,A,156,2.44,43.58,0.69,1,0.84,252,9.58,0.24,2024-04-28,293.75,0.655
2664,ITM12664,Pharma,285.0,38,5.0,7.0,6.41,5.59,0.26,L19,,159,4.3,99.91,0.51,6,0.76,286,9.73,0.68,2024-02-02,144.09,0.647
2665,ITM12665,Electronics,118.0,26,12.0,5.0,41.65,9.68,0.79,L26,D,115,1.97,92.94,1.63,4,0.73,343,12.79,0.48,2024-05-15,205.98,0.57
2666,ITM12666,Automotive,478.0,23,,2.0,35.08,1.99,0.31,L78,A,135,4.42,108.26,0.79,5,0.87,397,12.66,0.63,,221.26,0.69
2667,ITM12667,Pharma,30.0,45,9.0,9.0,29.18,2.27,0.36,L66,A,154,2.13,163.51,0.65,2,0.94,136,3.0,0.81,2024-04-29,192.36,0.685
2668,ITM12668,Groceries,104.0,67,5.0,7.0,10.27,9.3,0.93,L52,A,22,2.14,134.56,0.74,9,0.78,259,3.36,0.84,2024-01-22,268.54,0.515
2669,ITM12669,Automotive,424.0,33,9.0,4.0,30.56,7.2,0.92,L65,B,37,1.89,45.2,0.23,4,0.83,837,4.11,0.89,2024-12-08,93.57,0.696
2670,ITM12670,Pharma,233.0,72,11.0,3.0,2.53,1.94,0.25,L6,B,132,2.96,149.55,1.57,4,0.87,658,4.66,0.71,2024-04-15,164.37,0.541
2671,ITM12671,Groceries,192.0,34,13.0,4.0,6.82,4.24,0.16,L6,A,76,1.08,122.46,1.46,3,0.97,51,8.9,0.92,2024-09-22,134.79,0.691
2672,ITM12672,Electronics,410.0,68,,8.0,16.28,1.03,0.36,L5,A,14,0.66,119.88,1.15,9,0.74,278,5.58,0.75,2024-07-03,214.2,0.477
2673,ITM12673,Pharma,228.0,41,14.0,4.0,22.74,4.61,0.62,L18,A,109,4.54,138.87,1.46,3,0.77,459,14.34,0.83,2024-07-17,124.58,0.705
2674,ITM12674,Groceries,467.0,91,13.0,9.0,6.91,7.89,0.89,L92,B,152,4.68,117.15,0.81,7,0.98,292,2.66,0.75,2024-08-28,268.93,0.56
2675,ITM12675,Electronics,401.0,27,6.0,7.0,6.88,5.76,0.21,L43,B,90,0.84,96.93,0.66,5,0.71,819,4.45,0.9,2024-08-20,152.22,0.615
2676,ITM12676,Automotive,83.0,46,9.0,9.0,36.57,6.65,0.47,L61,D,53,2.97,131.67,1.74,1,0.9,517,13.16,0.38,2024-01-24,165.44,0.637
2677,ITM12677,Automotive,277.0,35,11.0,7.0,28.92,3.6,0.34,L67,C,128,2.93,147.51,0.9,1,0.89,507,9.18,0.81,2024-01-21,153.08,0.752
2678,ITM12678,Automotive,,18,10.0,6.0,27.15,2.03,0.11,L59,D,55,2.18,52.9,0.47,1,0.81,603,8.66,0.29,2024-11-28,190.56,0.668
2679,ITM12679,Automotive,140.0,73,10.0,6.0,23.17,0.62,0.81,L20,C,166,3.06,104.44,1.52,5,0.84,262,9.32,0.27,2024-06-14,158.02,0.494
2680,ITM12680,Apparel,317.0,81,11.0,,48.85,8.3,0.83,L78,C,77,2.56,97.05,0.74,0,0.96,857,4.53,0.59,2024-02-22,281.85,0.696
2681,ITM12681,Pharma,485.0,29,7.0,7.0,3.44,6.55,0.3,L66,C,137,2.7,17.58,0.5,2,0.75,954,11.66,0.44,2024-12-26,48.03,0.703
2682,ITM12682,Pharma,73.0,63,7.0,3.0,9.85,2.68,0.24,L18,D,58,3.9,168.54,0.15,0,0.77,435,7.95,0.65,2024-09-23,13.89,0.775
2683,ITM12683,Apparel,350.0,95,5.0,,32.73,4.48,0.23,L42,B,111,2.87,81.7,1.94,3,0.85,461,1.6,0.74,2024-11-20,161.32,0.485
2684,ITM12684,Groceries,291.0,92,7.0,4.0,7.68,8.11,0.52,L79,B,86,1.96,23.81,0.99,0,0.82,564,3.48,0.38,2024-05-20,231.74,0.587
2685,ITM12685,Groceries,,39,10.0,9.0,29.88,5.62,0.32,L41,B,29,3.12,97.0,0.41,8,0.87,577,12.43,0.76,,197.98,0.691
2686,ITM12686,Automotive,262.0,62,14.0,8.0,28.82,3.35,0.56,L21,B,120,3.38,40.68,1.54,5,0.98,437,5.83,1.0,2024-10-23,289.19,0.62
2687,ITM12687,Electronics,37.0,72,7.0,9.0,48.58,3.04,0.45,L51,D,155,3.48,143.84,1.79,7,0.98,328,11.83,0.81,2024-10-05,62.86,0.597
2688,ITM12688,Groceries,206.0,20,6.0,5.0,44.29,2.57,0.29,L79,A,124,3.28,118.64,1.1,1,0.77,151,10.29,0.34,2024-10-18,211.25,0.629
2689,ITM12689,Electronics,365.0,40,10.0,9.0,47.33,8.33,0.78,L95,C,179,3.49,61.32,0.15,5,0.79,638,5.22,0.71,2024-03-30,246.6,0.655
2690,ITM12690,Pharma,163.0,58,9.0,8.0,6.57,6.03,0.24,L39,B,21,1.9,190.59,0.79,3,0.75,439,2.78,0.21,2024-07-11,274.5,0.49
2691,ITM12691,Electronics,281.0,96,8.0,3.0,43.54,7.24,0.82,L76,B,88,2.51,65.43,0.56,6,0.98,251,12.3,0.58,2024-11-30,163.28,0.7
2692,ITM12692,Pharma,460.0,28,7.0,4.0,7.33,8.67,0.61,L44,D,128,3.51,,1.31,7,0.82,616,10.0,0.63,2024-07-12,115.3,0.552
2693,ITM12693,Apparel,383.0,21,7.0,,32.01,9.88,0.85,L65,C,45,3.89,162.3,1.09,5,0.83,770,5.21,0.98,2024-07-06,287.05,0.622
2694,ITM12694,Apparel,450.0,24,12.0,9.0,36.28,2.87,0.1,L66,B,17,2.45,107.64,0.78,0,0.94,441,8.33,0.79,2024-10-27,,0.779
2695,ITM12695,Automotive,258.0,40,4.0,2.0,8.88,2.22,0.77,L69,A,37,2.14,192.56,1.33,7,0.85,890,9.57,0.76,2024-11-30,146.54,0.577
2696,ITM12696,Groceries,323.0,52,6.0,6.0,32.0,4.89,0.15,L63,B,125,3.72,170.33,1.21,0,0.74,403,1.03,0.63,2024-02-09,198.84,0.567
2697,ITM12697,Automotive,317.0,46,10.0,8.0,3.57,0.83,0.96,L91,C,95,1.5,184.99,1.82,8,0.83,642,10.39,0.61,2024-09-21,90.79,0.485
2698,ITM12698,Pharma,95.0,88,10.0,5.0,15.37,8.02,0.73,L73,A,58,0.54,80.81,1.23,1,0.89,805,10.19,0.99,2024-05-08,188.3,0.769
2699,ITM12699,Automotive,207.0,38,13.0,4.0,46.14,8.9,0.39,L39,D,175,2.62,114.19,1.06,9,0.92,284,2.16,0.22,2024-07-11,166.61,0.371
2700,ITM12700,Electronics,352.0,35,3.0,8.0,9.41,7.02,0.39,L61,A,89,1.28,169.63,1.66,5,0.89,163,12.03,0.44,2024-04-24,21.38,0.56
2701,ITM12701,Pharma,407.0,11,4.0,7.0,4.2,3.05,0.88,L3,C,14,2.2,181.67,0.48,7,0.74,116,12.55,0.31,2024-09-21,261.07,0.589
2702,ITM12702,Apparel,265.0,93,7.0,9.0,22.74,1.67,0.91,L48,C,55,1.81,189.43,0.56,4,0.79,858,5.06,0.45,2024-07-26,152.16,0.579
2703,ITM12703,Groceries,149.0,24,11.0,2.0,42.68,4.13,0.9,L43,A,107,4.0,177.04,1.59,1,0.92,89,3.27,0.57,2024-06-29,149.12,0.563
2704,ITM12704,Pharma,493.0,13,12.0,6.0,4.76,8.42,0.83,L87,B,111,1.99,,0.94,4,0.96,782,10.61,0.47,2024-06-25,92.19,0.653
2705,ITM12705,Pharma,334.0,95,13.0,2.0,18.42,3.8,0.84,L15,C,11,3.38,14.6,0.88,0,0.71,152,2.73,0.97,2024-09-06,66.95,0.684
2706,ITM12706,Electronics,430.0,59,14.0,4.0,45.09,0.83,0.62,L54,A,34,3.53,69.84,1.79,7,0.71,460,13.01,0.74,2024-09-03,94.5,0.544
2707,ITM12707,Groceries,302.0,47,13.0,9.0,6.79,3.11,0.13,L75,C,10,2.55,34.5,1.26,7,0.89,344,7.72,0.78,2024-11-05,198.49,0.571
2708,ITM12708,Apparel,98.0,32,9.0,3.0,16.22,9.9,0.18,L40,B,177,0.86,39.4,1.63,1,0.86,614,13.74,0.79,2024-01-04,38.32,0.73
2709,ITM12709,Pharma,91.0,68,12.0,6.0,39.14,,,L93,B,77,3.65,65.27,1.64,5,0.75,857,9.99,0.92,2024-09-13,106.53,0.603
2710,ITM12710,Pharma,282.0,99,7.0,9.0,27.62,9.06,0.46,L89,,78,0.84,24.2,0.33,7,0.86,613,4.99,0.81,2024-03-12,293.83,0.628
2711,ITM12711,Electronics,210.0,84,3.0,2.0,41.78,7.86,0.61,L81,D,25,0.95,56.18,1.34,9,0.99,86,7.55,0.21,2024-08-13,88.74,0.427
2712,ITM12712,Automotive,386.0,37,8.0,3.0,6.47,5.63,0.31,L4,D,27,1.38,191.83,1.91,7,0.89,116,8.41,0.41,2024-03-25,290.33,0.441
2713,ITM12713,Apparel,394.0,75,14.0,,46.11,1.91,0.68,L77,B,116,1.76,69.27,1.01,6,0.83,452,12.41,0.99,2024-04-27,40.4,0.708
2714,ITM12714,Groceries,449.0,17,10.0,4.0,46.81,3.81,0.32,L61,D,26,4.31,40.35,1.49,2,0.95,723,13.07,0.72,2024-02-09,240.26,0.719
2715,ITM12715,Pharma,82.0,38,9.0,4.0,8.61,6.05,0.51,L34,B,134,3.54,146.48,1.18,3,0.76,255,10.56,0.25,2024-09-20,137.52,0.565
2716,ITM12716,Pharma,,20,4.0,6.0,2.66,8.77,0.53,L84,D,91,2.24,,0.49,0,0.82,390,5.12,0.57,2024-11-25,66.5,0.697
2717,ITM12717,Apparel,31.0,27,14.0,2.0,49.5,3.05,0.26,L100,,13,4.9,69.67,0.47,8,0.86,883,8.4,0.98,2024-05-23,238.35,0.673
2718,ITM12718,Automotive,160.0,64,7.0,5.0,24.63,1.65,0.89,L75,C,124,1.6,62.91,0.92,9,0.85,955,2.83,0.99,2024-04-18,12.02,0.534
2719,ITM12719,Pharma,273.0,59,13.0,7.0,29.03,5.81,0.57,L74,A,104,3.24,55.93,1.02,9,0.98,101,4.22,0.55,2024-03-17,110.67,0.48
2720,ITM12720,Apparel,62.0,23,6.0,6.0,31.18,2.18,0.88,L30,A,104,4.31,84.72,1.06,1,0.79,475,5.24,0.91,2024-04-05,185.41,0.684
2721,ITM12721,Electronics,36.0,83,11.0,9.0,39.69,6.3,0.34,L93,D,146,4.11,26.57,1.91,9,0.72,258,2.02,0.67,2024-03-21,76.98,0.334
2722,ITM12722,Automotive,82.0,18,12.0,7.0,40.79,3.0,,L7,A,40,0.91,137.13,0.29,6,0.97,563,13.39,0.61,2024-07-04,106.43,0.746
2723,ITM12723,Groceries,272.0,20,3.0,6.0,10.5,,,L75,D,142,3.64,166.22,0.82,7,0.77,690,2.72,0.53,2024-11-04,36.52,0.474
2724,ITM12724,Pharma,,72,14.0,2.0,12.6,4.29,0.18,L62,B,25,1.66,136.1,1.08,3,0.81,227,10.76,0.91,2024-03-01,257.43,0.719
2725,ITM12725,Apparel,395.0,85,8.0,5.0,43.96,6.14,0.23,L22,C,51,2.1,90.03,1.93,9,0.86,725,8.08,0.7,2024-12-04,132.43,0.447
2726,ITM12726,Electronics,311.0,76,5.0,2.0,41.16,5.68,0.17,L68,A,178,2.7,64.9,1.06,0,0.99,914,12.64,0.47,2024-04-27,52.14,0.755
2727,ITM12727,Groceries,488.0,62,13.0,4.0,31.26,2.82,0.91,L81,C,39,4.06,87.79,1.57,4,0.86,71,11.37,0.59,2024-07-31,67.74,0.605
2728,ITM12728,Apparel,27.0,48,11.0,7.0,49.74,8.97,0.92,L93,,35,1.25,90.53,1.52,9,0.83,418,11.64,0.56,2024-06-18,89.8,0.501
2729,ITM12729,Apparel,344.0,87,7.0,,37.02,1.54,0.94,L80,B,40,0.99,136.54,1.18,9,0.88,788,6.86,0.56,2024-02-28,76.55,0.481
2730,ITM12730,Groceries,109.0,65,8.0,8.0,11.58,0.87,0.96,L100,A,59,1.19,186.33,0.35,5,0.99,131,12.68,0.45,2024-09-03,155.96,0.722
2731,ITM12731,Electronics,227.0,37,13.0,9.0,42.49,6.23,0.54,L49,A,152,1.48,23.41,0.52,6,0.95,213,2.33,0.71,2024-12-11,272.51,0.591
2732,ITM12732,Electronics,311.0,84,11.0,4.0,21.32,1.67,0.58,L19,B,61,0.77,191.14,0.56,0,0.75,426,7.22,0.24,2024-09-02,63.34,0.638
2733,ITM12733,Automotive,303.0,48,11.0,4.0,2.77,5.3,0.22,L88,D,175,4.67,182.94,0.17,3,0.94,52,14.92,0.91,2024-09-02,141.5,0.892
2734,ITM12734,Pharma,137.0,34,10.0,7.0,16.75,9.54,0.22,L32,,47,1.94,32.37,0.82,4,0.95,733,14.27,0.53,2024-04-17,202.54,0.724
2735,ITM12735,Groceries,368.0,30,11.0,9.0,38.41,7.14,0.8,L5,B,29,1.3,44.88,1.26,4,0.91,167,,0.84,2024-10-29,63.3,0.573
2736,ITM12736,Groceries,194.0,19,6.0,6.0,48.05,6.37,,L74,D,108,3.37,69.2,0.37,6,0.9,705,9.02,0.78,2024-03-23,54.66,0.699
2737,ITM12737,Groceries,95.0,52,8.0,4.0,14.53,5.96,0.81,L90,A,53,4.04,116.34,0.43,3,0.83,813,5.42,0.58,2024-11-27,55.06,0.651
2738,ITM12738,Electronics,120.0,24,,8.0,13.08,2.21,0.85,L15,C,120,3.89,35.55,1.44,9,0.89,444,11.2,0.36,2024-07-29,265.78,0.475
2739,ITM12739,Pharma,433.0,92,7.0,5.0,28.62,4.61,0.35,L25,B,98,3.73,48.06,0.42,6,0.92,315,11.3,0.65,2024-01-12,216.27,0.703
2740,ITM12740,Automotive,170.0,57,6.0,4.0,40.77,3.75,0.52,L3,A,72,0.73,181.51,0.36,7,0.74,484,1.0,0.96,2024-05-04,,0.577
2741,ITM12741,Apparel,419.0,95,4.0,5.0,37.58,9.55,0.51,L57,B,127,4.02,30.77,1.96,1,0.78,731,12.84,0.35,2024-01-23,271.74,0.581
2742,ITM12742,Apparel,289.0,30,14.0,2.0,28.44,2.8,,L41,C,159,2.76,85.79,0.13,0,0.76,774,4.13,0.4,2024-03-06,286.53,0.674
2743,ITM12743,Groceries,477.0,69,8.0,9.0,31.94,4.98,0.95,L54,A,81,3.42,154.97,0.72,9,0.95,842,14.52,0.99,2024-10-20,125.5,0.73
2744,ITM12744,Pharma,,59,11.0,6.0,12.86,9.41,0.64,L20,A,63,4.8,178.83,0.17,9,0.9,276,13.68,0.91,2024-10-30,158.03,0.747
2745,ITM12745,Electronics,199.0,32,14.0,5.0,22.2,8.0,0.22,L53,C,146,4.15,73.85,1.69,0,0.84,425,3.67,0.64,2024-03-23,113.84,0.576
2746,ITM12746,Pharma,143.0,22,3.0,4.0,13.51,9.66,0.33,L89,C,152,4.21,41.24,1.21,0,0.95,311,9.91,0.76,2024-03-09,75.99,0.753
2747,ITM12747,Pharma,400.0,78,9.0,6.0,44.34,6.28,0.43,L27,D,57,1.32,150.03,0.19,8,0.92,415,5.15,0.55,,236.2,0.584
2748,ITM12748,Electronics,312.0,13,8.0,,6.52,3.67,0.89,L53,A,157,2.64,156.79,1.27,3,0.97,816,2.44,0.52,2024-09-19,198.23,0.544
2749,ITM12749,Groceries,304.0,87,5.0,,34.31,8.35,0.25,L65,C,172,4.77,196.21,0.33,8,0.72,477,13.24,0.55,2024-01-21,116.4,0.638
2750,ITM12750,Pharma,214.0,81,3.0,5.0,13.75,3.27,0.3,L100,C,110,3.12,36.51,1.04,6,0.85,57,3.53,0.53,2024-10-20,14.17,0.499
2751,ITM12751,Apparel,418.0,18,6.0,9.0,24.3,2.07,0.41,L79,A,69,0.96,144.79,1.37,6,0.91,979,6.89,0.74,2024-03-16,231.47,0.565
2752,ITM12752,Electronics,247.0,44,11.0,5.0,15.67,7.21,0.93,L61,D,107,3.79,89.29,0.38,1,0.76,90,13.94,0.46,,148.44,0.772
2753,ITM12753,Automotive,450.0,30,4.0,3.0,16.84,6.57,0.55,L95,B,171,0.69,183.78,1.04,1,0.8,927,2.05,0.34,2024-03-26,31.19,0.531
2754,ITM12754,Groceries,,67,5.0,,13.76,8.85,0.68,L94,D,109,3.84,87.49,0.97,4,0.83,306,8.71,0.77,2024-05-12,46.11,0.659
2755,ITM12755,Electronics,455.0,27,4.0,6.0,37.89,9.64,0.45,L8,C,108,4.46,94.73,1.84,9,0.94,692,9.01,0.23,2024-04-02,192.23,0.39
2756,ITM12756,Automotive,294.0,81,4.0,7.0,18.92,8.64,0.27,L91,B,82,2.41,34.09,1.99,0,0.85,613,11.68,0.78,2024-09-21,168.44,0.683
2757,ITM12757,Automotive,480.0,90,12.0,9.0,36.59,1.07,0.3,L18,B,128,2.36,70.98,1.34,6,0.85,151,12.58,0.41,2024-07-26,79.74,0.566
2758,ITM12758,Pharma,125.0,52,13.0,,23.35,6.81,0.82,L67,D,137,1.87,,1.72,6,0.83,268,6.94,0.35,2024-11-02,50.56,0.437
2759,ITM12759,Pharma,40.0,15,13.0,3.0,27.82,7.95,0.9,L27,B,149,4.45,13.33,1.33,7,0.77,293,11.41,0.5,2024-10-15,266.57,0.533
2760,ITM12760,Pharma,83.0,95,10.0,4.0,27.62,9.83,0.54,L72,C,97,2.97,93.14,1.76,6,0.98,894,13.75,0.29,2024-11-22,49.11,0.541
2761,ITM12761,Electronics,184.0,87,5.0,2.0,48.82,4.06,0.42,L42,A,114,3.11,73.9,0.92,7,0.8,988,13.41,0.51,2024-01-10,34.85,0.609
2762,ITM12762,Electronics,46.0,76,9.0,6.0,18.99,2.11,0.83,L85,A,28,3.48,162.73,1.26,2,0.87,352,8.03,0.28,2024-12-04,189.78,0.571
2763,ITM12763,Groceries,330.0,21,10.0,2.0,11.18,8.6,0.71,L62,A,89,1.85,30.35,1.71,2,0.74,419,9.5,0.59,2024-05-25,83.24,0.582
2764,ITM12764,Pharma,304.0,21,5.0,3.0,45.68,3.52,0.14,L68,D,35,2.45,154.44,1.84,7,0.83,900,10.42,0.34,2024-02-13,200.41,0.449
2765,ITM12765,Automotive,167.0,75,,5.0,9.57,6.18,0.42,L49,A,160,3.84,145.66,0.15,8,0.97,324,12.47,0.3,2024-04-20,151.84,0.645
2766,ITM12766,Apparel,300.0,11,10.0,8.0,41.89,4.2,0.71,L41,A,130,4.93,55.94,0.3,9,1.0,119,8.11,0.66,2024-08-17,71.26,0.63
2767,ITM12767,Groceries,345.0,24,5.0,6.0,8.36,4.32,0.62,L23,A,42,0.65,25.82,1.87,3,0.81,96,2.57,0.7,2024-11-06,30.2,0.489
2768,ITM12768,Electronics,338.0,32,9.0,3.0,33.28,7.46,0.98,L59,B,115,0.69,169.95,1.18,7,0.75,166,6.39,0.2,2024-08-29,30.49,0.417
2769,ITM12769,Groceries,183.0,38,14.0,9.0,8.38,3.93,0.88,L69,B,39,2.43,57.39,1.98,0,0.79,639,11.08,0.51,,179.9,0.61
2770,ITM12770,Groceries,405.0,90,,4.0,46.23,7.08,0.15,L44,B,160,3.47,37.66,1.61,1,0.8,566,9.73,0.26,2024-03-28,229.89,0.561
2771,ITM12771,Groceries,425.0,16,14.0,8.0,28.69,0.64,0.75,L70,C,135,2.24,78.22,1.65,9,0.89,303,11.55,0.79,2024-04-22,210.0,0.545
2772,ITM12772,Groceries,243.0,37,8.0,6.0,17.13,3.58,0.4,L46,C,45,5.0,86.17,0.83,9,0.85,881,8.0,0.75,2024-07-29,181.93,0.564
2773,ITM12773,Apparel,291.0,23,14.0,6.0,7.88,3.53,0.71,L87,C,134,1.38,71.96,0.59,9,0.93,668,3.44,0.24,2024-11-03,71.17,0.441
2774,ITM12774,Pharma,165.0,53,14.0,9.0,19.19,7.61,0.66,L99,A,133,0.54,195.53,1.24,8,0.91,805,2.61,0.95,2024-03-14,259.92,0.523
2775,ITM12775,Automotive,472.0,39,11.0,7.0,35.55,3.49,0.55,L93,B,127,1.36,,1.77,1,0.78,222,7.74,0.97,2024-10-25,192.37,0.656
2776,ITM12776,Groceries,457.0,90,14.0,5.0,19.86,6.52,0.87,L88,C,132,4.49,175.87,1.48,1,0.94,478,3.88,0.47,2024-04-03,211.32,0.566
2777,ITM12777,Groceries,375.0,41,5.0,6.0,13.06,7.04,0.74,L83,D,46,1.15,85.77,1.0,7,0.95,85,14.75,0.3,2024-11-15,74.91,0.607
2778,ITM12778,Groceries,49.0,79,9.0,5.0,29.29,6.76,0.9,L89,B,70,2.66,192.95,1.53,4,0.88,954,3.78,0.29,2024-12-03,85.83,0.451
2779,ITM12779,Pharma,64.0,97,8.0,3.0,21.47,6.23,0.35,L34,A,105,2.39,139.96,1.41,4,0.98,456,,0.87,2024-09-18,273.19,0.668
2780,ITM12780,Electronics,294.0,15,10.0,4.0,9.12,4.43,0.41,L79,B,129,3.5,168.08,1.83,5,0.93,465,1.02,0.57,2024-05-15,148.06,0.431
2781,ITM12781,Electronics,490.0,36,5.0,8.0,8.55,,0.66,L62,A,21,0.75,105.17,0.6,7,0.88,734,4.55,0.21,2024-03-26,170.61,0.479
2782,ITM12782,Apparel,53.0,91,5.0,,35.67,5.86,0.97,L25,C,131,3.46,40.52,0.33,7,0.97,461,4.63,0.94,2024-12-17,42.12,0.671
2783,ITM12783,Electronics,160.0,97,6.0,4.0,48.76,1.11,0.43,L32,A,44,2.1,178.51,0.99,8,0.88,537,11.33,0.67,2024-06-24,124.43,0.602
2784,ITM12784,Groceries,446.0,33,5.0,6.0,12.42,8.82,0.13,L36,A,76,4.67,102.42,0.79,9,0.86,741,7.94,0.75,2024-08-20,267.24,0.569
2785,ITM12785,Groceries,337.0,43,11.0,6.0,38.88,8.34,0.5,L72,D,47,4.32,194.03,1.95,2,0.81,828,1.17,0.86,2024-11-01,271.04,0.515
2786,ITM12786,Groceries,393.0,49,13.0,3.0,5.29,3.79,0.59,L39,B,33,2.3,58.42,0.11,8,0.96,816,6.31,0.85,2024-10-29,221.74,0.675
2787,ITM12787,Apparel,240.0,56,6.0,7.0,19.7,5.88,0.82,L29,A,90,4.97,198.55,1.87,2,0.74,964,,0.26,2024-02-05,168.23,0.507
2788,ITM12788,Groceries,375.0,88,8.0,,25.83,9.36,0.76,L39,D,177,0.73,52.26,1.91,0,0.84,881,9.91,0.66,2024-04-27,279.94,0.641
2789,ITM12789,Electronics,41.0,84,10.0,7.0,14.17,3.08,,L99,D,81,4.05,79.95,0.2,4,0.86,370,1.75,0.76,2024-07-12,262.83,0.647
2790,ITM12790,Pharma,199.0,95,13.0,5.0,26.95,7.55,0.8,L37,D,88,2.45,122.86,1.79,6,0.87,122,14.0,0.27,2024-07-16,255.44,0.516
2791,ITM12791,Pharma,455.0,33,10.0,7.0,44.25,1.29,0.37,L91,C,123,2.45,141.73,0.99,2,0.9,618,4.46,0.38,2024-03-08,265.72,0.576
2792,ITM12792,Automotive,386.0,74,7.0,4.0,47.28,5.47,0.68,L27,C,54,1.27,146.85,1.56,8,0.85,627,13.48,0.52,2024-02-25,141.44,0.538
2793,ITM12793,Electronics,439.0,27,7.0,8.0,5.93,8.9,0.71,L89,A,134,2.82,100.49,0.25,0,0.78,693,3.99,0.91,2024-01-09,162.39,0.766
2794,ITM12794,Groceries,348.0,53,8.0,8.0,14.32,5.74,1.0,L91,B,105,0.88,24.6,1.91,5,0.96,462,8.95,0.88,2024-04-13,132.96,0.596
2795,ITM12795,Pharma,250.0,85,12.0,5.0,48.98,6.35,0.22,L63,C,22,3.27,104.25,1.25,5,0.9,821,6.69,0.83,2024-09-24,224.62,0.61
2796,ITM12796,Electronics,,66,9.0,3.0,14.25,9.12,0.27,L41,C,119,1.59,73.59,1.81,7,0.96,173,9.14,0.99,2024-09-15,181.66,0.591
2797,ITM12797,Pharma,57.0,37,12.0,4.0,34.94,7.3,0.24,L62,A,15,3.76,134.95,1.38,2,0.78,434,7.97,0.39,2024-12-16,30.21,0.562
2798,ITM12798,Groceries,89.0,80,9.0,8.0,13.42,7.11,,L45,A,106,3.23,44.63,1.12,4,0.89,653,1.03,0.57,2024-08-02,49.61,0.514
2799,ITM12799,Pharma,135.0,32,6.0,,18.46,6.07,0.22,L72,C,80,3.86,84.84,0.43,9,0.91,835,5.92,0.56,2024-03-17,65.77,0.55
2800,ITM12800,Automotive,258.0,94,8.0,8.0,10.37,6.51,0.69,L93,A,56,3.87,193.56,0.44,4,0.82,702,1.16,0.74,2024-11-06,204.46,0.603
2801,ITM12801,Automotive,354.0,43,9.0,,42.96,8.14,0.82,L36,D,102,1.39,26.88,1.0,7,0.94,281,10.57,0.88,2024-02-19,41.84,0.665
2802,ITM12802,Pharma,460.0,20,7.0,3.0,44.25,9.8,0.49,L37,A,110,0.5,,1.75,6,0.7,631,,0.59,2024-03-31,166.84,0.536
2803,ITM12803,Electronics,167.0,95,7.0,3.0,15.55,8.06,0.6,L16,D,53,2.15,27.22,0.32,2,0.88,482,6.39,0.59,2024-08-31,253.84,0.707
2804,ITM12804,Electronics,28.0,44,4.0,,41.36,7.22,0.92,L74,C,41,4.64,39.83,2.0,6,0.88,540,8.35,0.69,2024-11-10,284.78,0.505
2805,ITM12805,Electronics,307.0,51,9.0,2.0,18.55,1.79,0.61,L87,B,12,3.1,124.94,1.76,9,0.86,736,1.92,0.79,2024-11-03,134.19,0.4
2806,ITM12806,Pharma,407.0,37,14.0,5.0,5.85,8.26,0.29,L70,D,93,3.77,94.36,0.85,7,0.89,920,6.39,0.36,2024-01-20,164.69,0.51
2807,ITM12807,Electronics,69.0,91,8.0,8.0,38.15,7.49,0.41,L49,B,175,4.46,114.21,0.58,4,0.75,135,2.94,0.97,2024-09-29,251.14,0.645
2808,ITM12808,Groceries,357.0,87,13.0,9.0,30.23,7.82,0.58,L51,C,13,4.58,,1.85,4,0.91,814,1.91,0.27,2024-09-14,281.37,0.396
2809,ITM12809,Automotive,,91,3.0,8.0,14.44,2.7,0.24,L45,A,154,2.88,165.28,0.33,0,0.8,79,3.41,0.22,2024-03-01,123.06,0.616
2810,ITM12810,Groceries,423.0,33,6.0,8.0,13.4,9.08,0.65,L99,D,174,2.93,178.72,0.76,7,0.84,716,13.19,0.49,2024-02-17,112.39,0.626
2811,ITM12811,Electronics,362.0,17,5.0,7.0,48.81,1.42,1.0,L19,D,97,4.33,127.09,0.26,5,0.8,249,14.75,0.76,2024-09-03,140.74,0.783
